Movie_Name,Movie_Description,Movie_Date_Of_Release,Movie_Genres,Movie_Rate,Movie_Metascore,Movie_Length,Movie_Votes,Movie_Restriction,Movie_Gross
The Promise II,"Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.",2016,"Action, Adventure, Drama",6.0,49.0,133,176030,PG-13,
The Purge: Election Year,"Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.",2016,"Action, Horror, Sci-Fi",6.0,55.0,108,100274,R,"79,213,375"
Godzilla: King of the Monsters,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",2019,"Action, Adventure, Fantasy",6.0,48.0,132,178535,PG-13,"110,500,138"
Those Who Wish Me Dead,A teenage murder witness finds himself pursued by twin assassins in the Montana wilderness with a survival expert tasked with protecting him -- and a forest fire threatening to consume them all.,2021,"Action, Drama, Thriller",6.0,59.0,100,58507,R,
The Lego Ninjago Movie,"Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas.",2017,"Animation, Action, Adventure",6.0,55.0,101,25967,PG,"59,281,555"
Taken 3,"Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.",2014,"Action, Crime, Thriller",6.0,26.0,108,191294,PG-13,"89,256,424"
The Machine I,"In efforts to construct perfect android killing machines in a war against China, UK scientists exceed their goal and create a sentient robot.",2013,"Action, Drama, Sci-Fi",6.0,52.0,91,31231,R,
San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",2015,"Action, Adventure, Thriller",6.0,43.0,114,234097,PG-13,"155,190,832"
Chennai Express,A man heading towards Rameshwaram via Chennai express to immerse his late grandfather's ashes unwillingly gets caught amidst goons after helping their boss's daughter and them board the train.,2013,"Action, Comedy, Romance",6.0,45.0,141,53940,Not Rated,"5,306,729"
Man of Tai Chi,A young martial artist's unparalleled Tai Chi skills land him in a highly lucrative underworld fight club.,2013,"Action, Drama",6.0,52.0,105,38888,R,"100,144"
Automata I,Human race is at edge of the end. Robot race is at edge of the beginning.,2014,"Action, Drama, Sci-Fi",6.0,37.0,109,56857,R,
Honest Thief,"Wanting to lead an honest life, a notorious bank robber turns himself in, only to be double-crossed by two ruthless FBI agents.",2020,"Action, Thriller",6.0,46.0,99,49002,PG-13,
Erased,"An ex-CIA agent and his estranged daughter are forced on the run when his employers erase all records of his existence, and mark them both for termination as part of a wide-reaching international conspiracy.",2012,"Action, Thriller",6.0,34.0,100,31111,R,
Murder Mystery,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.",2019,"Action, Comedy, Crime",6.0,38.0,97,124603,PG-13,
Lockout,A man wrongly convicted of conspiracy to commit espionage against the U.S. is offered his freedom if he can rescue the President's daughter from an outer-space prison taken over by violent inmates.,2012,"Action, Sci-Fi, Thriller",6.0,48.0,95,98524,PG-13,"14,326,864"
Exodus: Gods and Kings,"The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",2014,"Action, Adventure, Drama",6.0,52.0,150,168040,PG-13,"65,014,513"
Hercules I,"Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord.",2014,"Action, Adventure, Fantasy",6.0,47.0,98,155284,PG-13,"72,688,614"
Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",2011,"Action, Drama, Fantasy",6.0,46.0,110,167900,R,"83,504,017"
The Tourist I,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.",2010,"Action, Thriller",6.0,37.0,103,241410,PG-13,"67,631,157"
Transporter 3,"Frank Martin is forced to deliver Valentina, the kidnapped daughter of a Ukrainian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery.",2008,"Action, Crime, Thriller",6.0,51.0,104,166557,PG-13,"31,715,062"
Unhinged I,"After a confrontation with an unstable man at an intersection, a woman becomes the target of his rage.",2020,"Action, Thriller",6.0,40.0,90,66148,R,
Sucker Punch,A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.,2011,"Action, Adventure, Fantasy",6.0,33.0,110,242000,PG-13,"36,392,502"
Valhalla Rising,"Forced for some time to be a fighting slave, a pagan warrior escapes his captors with a boy and joins a group of Crusaders on their quest to the Holy Land.",2009,"Action, Adventure, Drama",6.0,61.0,93,60147,Not Rated,"17,546"
Speed Racer,Young driver Speed Racer aspires to be champion of the racing world with the help of his family and his high-tech Mach 5 automobile.,2008,"Action, Adventure, Comedy",6.0,37.0,135,73559,PG,"43,945,766"
Carriers,"As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another.",2009,"Action, Adventure, Drama",6.0,,84,47094,PG-13,"90,820"
CHIPS,An inexperienced rookie is teamed up with a hardened pro at the California Highway Patrol in Los Angeles; the newbie officer soon learns his partner is really an undercover Fed investigating a heist which may involve some crooked cops.,2017,"Action, Comedy, Crime",6.0,28.0,100,46784,R,"18,600,152"
The Tournament,"A tournament is watched by dozens of wealthy men betting on which one of the 30 assassins will survive the next 24 hours ""kill or die"" and claim the USD10,000,000 prize. It takes place in an English town with plenty of CCTVs.",2009,"Action, Thriller",6.0,,95,35089,R,
The Fast and the Furious: Tokyo Drift,A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.,2006,"Action, Adventure, Crime",6.0,45.0,104,268052,PG-13,"62,514,415"
The Condemned,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",2007,"Action, Crime, Thriller",6.0,23.0,113,52304,R,"3,718"
Miami Vice,"Based on the 1980s TV action/drama, this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined.",2006,"Action, Adventure, Crime",6.0,66.0,132,116788,R,"63,450,470"
Cowboys & Aliens,"A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way.",2011,"Action, Sci-Fi, Thriller",6.0,50.0,119,219660,PG-13,"100,240,551"
Van Helsing,"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.",2004,"Action, Adventure, Fantasy",6.0,35.0,131,263077,PG-13,"120,177,084"
Sahara,"Master explorer Dirk Pitt goes on the adventure of a lifetime of seeking out a lost Civil War battleship known as the ""Ship of Death"" in the deserts of West Africa while helping a WHO doctor being hounded by a ruthless dictator.",2005,"Action, Adventure, Comedy",6.0,41.0,124,97938,PG-13,"68,671,925"
The Hunted,An FBI deep-woods tracker attempts to capture a trained assassin who has made a sport of hunting humans.,2003,"Action, Crime, Drama",6.0,40.0,94,47386,R,"34,238,611"
Jimmy Neutron: Boy Genius,An eight-year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.,2001,"Animation, Action, Adventure",6.0,65.0,82,34396,G,"80,936,232"
A Man Apart,A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.,2003,"Action, Crime, Drama",6.0,36.0,109,47441,R,"26,183,197"
S.W.A.T.,"An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it.",2003,"Action, Adventure, Crime",6.0,45.0,117,146794,PG-13,"116,934,650"
Wrongfully Accused,"Ryan Harrison is framed for murder and must prove himself innocent by finding a mysterious one-eyed, one-armed, one-legged man after escaping from a bus accident on the way to jail.",1998,"Action, Comedy, Thriller",6.0,,87,25872,PG-13,"9,623,329"
The Big Hit,"Socially anxious hitman Melvin Smiley, an expert in his lucrative field, goes on a job and falls in love with his kidnapping victim, turning his world upside down.",1998,"Action, Comedy, Crime",6.0,31.0,91,30107,R,"27,052,167"
Soldier I,"A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers.",1998,"Action, Drama, Sci-Fi",6.0,,99,56627,R,"14,567,883"
The Peacemaker,A US Army colonel and a civilian woman supervising him must track down stolen Russian nuclear weapons before they're used by terrorists.,1997,"Action, Thriller",6.0,43.0,124,58424,R,"41,263,140"
G.I. Jane,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,1997,"Action, Drama, War",6.0,62.0,125,81506,R,"48,169,156"
Deep Rising,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who had already invaded the ship.",1998,"Action, Adventure, Horror",6.0,,106,37082,R,"11,203,026"
Dante's Peak,"A vulcanologist arrives at a countryside town recently named the second most desirable place to live in America, and discovers that the long dormant volcano, Dante's Peak, may wake up at any moment.",1997,"Action, Adventure, Thriller",6.0,43.0,108,90287,PG-13,"67,127,760"
First Knight,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",1995,"Action, Adventure, Drama",6.0,57.0,134,73198,PG-13,"37,600,435"
The Shadow,"In 1930s New York City, The Shadow (Alec Baldwin) battles his nemesis, Shiwan Khan (John Lone), who is building an atomic bomb.",1994,"Action, Adventure, Crime",6.0,50.0,108,25471,PG-13,"32,055,248"
Point of No Return,A government fakes the death of a criminal to turn this young woman into a killer on its service.,1993,"Action, Crime, Drama",6.0,53.0,109,28007,R,"30,038,362"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.",1991,"Action, Adventure, Comedy",6.0,45.0,88,55969,PG,"78,656,813"
Days of Thunder,A young hot-shot stock car driver gets his chance to compete at the top level.,1990,"Action, Drama, Sport",6.0,60.0,107,88031,PG-13,"82,670,733"
Bird on a Wire,An old flame discovers her ex-boyfriend from the past is a relocated FBI informant out to stop the bad guys.,1990,"Action, Comedy",6.0,36.0,110,44378,PG-13,"70,980,000"
K-9,"To stop an elusive criminal, a maverick detective enlists the aid of a police dog who's an unusually intelligent smart alec.",1989,"Action, Comedy, Crime",6.0,44.0,101,33754,PG-13,"43,247,647"
Above the Law,"A former Special Operations Vietnam vet works as a Chicago cop, and uncovers C.I.A. wrongdoing.",1988,"Action, Crime, Drama",6.0,45.0,99,31951,R,"18,869,631"
